city_nm2,town_nm,交易車位,小坪數物件,建物型態,主要用途,主要建材,有無管理組織,車位類別,電梯,firstfloor_ind,shop_ind,building_type2,col2_ind,villname,都市土地使用分區,非都市土地使用編定,土地移轉總面積(坪),建物移轉總面積(坪),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,車位移轉總面積(坪),主建物面積,附屬建物面積,陽台面積,house_age,交易筆棟數_土地,交易筆棟數_建物,交易筆棟數_停車位,building_area_no_park,single_floor_area,far,floor,total_floor,x座標,y座標,larea_utilize_ratio,park_cnt_flat,park_cnt_mach,n_a_10,n_a_50,n_a_100,n_a_250,n_a_500,n_a_1000,n_a_5000,n_a_10000,n_c_10,n_c_50,n_c_100,n_c_250,n_c_500,n_c_1000,n_c_5000,n_c_10000,area_kilometer,population_density,house_price_index,unemployment_rate,econ_rate,lending_rate,land_tx_count,land_price,steel_id
21,274,0,0,4,0,6,0,2,0,0,0,2,0,3798,32,0,3.2,4.1,3.0,2.0,2.0,1.0,0.0,5.266755907480278,0.0,0.0,40.0,1.0,1.0,0.0,4.071094749122036,2.9149460459635703,3.4,0.0,3.0,178856.10908170615,2501958.531597851,0.759176942081381,0.0,0.0,0.0,1.0,2.0,8.0,12.0,13.0,20.0,23.0,1.0,10.0,22.0,54.0,89.0,115.0,145.0,152.0,2.098287829476196,20980.0,121.01,0.0364,0.0314,0.01368,158199,105.86,1605.58
