city_nm2,town_nm,交易車位,小坪數物件,建物型態,主要用途,主要建材,有無管理組織,車位類別,電梯,firstfloor_ind,shop_ind,building_type2,col2_ind,villname,都市土地使用分區,非都市土地使用編定,土地移轉總面積(坪),建物移轉總面積(坪),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,車位移轉總面積(坪),主建物面積,附屬建物面積,陽台面積,house_age,交易筆棟數_土地,交易筆棟數_建物,交易筆棟數_停車位,building_area_no_park,single_floor_area,far,floor,total_floor,x座標,y座標,larea_utilize_ratio,park_cnt_flat,park_cnt_mach,n_a_10,n_a_50,n_a_100,n_a_250,n_a_500,n_a_1000,n_a_5000,n_a_10000,n_c_10,n_c_50,n_c_100,n_c_250,n_c_500,n_c_1000,n_c_5000,n_c_10000,area_kilometer,population_density,house_price_index,unemployment_rate,econ_rate,lending_rate,land_tx_count,land_price,steel_id,price_pin
12,63,0,0,1,588,111,0,2,0,0,0,0,0,1995,13,0,1.4894486949472647,3.4119930646754377,3.0,2.0,2.0,1.0,0.0,4.074481933125849,1.6863989535702288,3.5843519247600018,33.82614647501711,1.0,1.0,0.0,3.4119930646754377,3.4119930646754377,6.838335607094134,5.0,5.0,214248.9989578122,2670892.9998747497,6.838335607094134,0.0,0.0,0.0,0.0,0.0,5.0,8.0,10.0,20.0,21.0,0.0,4.0,18.0,50.0,77.0,101.0,145.0,151.0,3.442268945037513,5399.0,100.69,0.0403,0.0212,0.01695,121175.0,101.55,896.37,144432.30766060058
12,63,0,0,1,588,111,0,2,0,0,0,0,0,1995,13,0,2.222052682102125,3.2359757836359644,3.0,1.0,1.0,1.0,0.0,4.3247946887187485,2.1424163408412245,0.0,34.888432580424364,1.0,1.0,0.0,3.2359757836359644,3.2359757836359644,2.7563934426229504,5.0,5.0,214238.9989569474,2670960.9998747217,2.7563934426229504,0.0,0.0,0.0,0.0,1.0,5.0,7.0,10.0,20.0,21.0,0.0,6.0,11.0,47.0,82.0,100.0,145.0,151.0,3.442268945037513,5399.0,103.57,0.0384,0.0343,0.01619,142293.0,100.74,929.36,98750.84419025076
12,63,0,0,1,588,111,0,2,0,0,0,0,0,1170,13,0,2.103121446532833,3.369715314465006,3.0,2.0,2.0,1.0,0.0,4.384772860341907,2.3504224224082058,0.0,31.62217659137577,1.0,1.0,0.0,3.369715314465006,3.369715314465006,3.548744460856721,2.0,5.0,214615.9989895909,2671022.999874861,3.548744460856721,0.0,0.0,0.0,0.0,2.0,4.0,8.0,11.0,20.0,21.0,0.0,2.0,14.0,46.0,80.0,98.0,145.0,151.0,3.442268945037513,5399.0,104.69,0.0369,0.0299,0.01607,129769.0,100.89,854.34,192636.802229083
12,63,0,0,1,588,111,1,2,2,0,0,0,0,1170,22,0,2.017183751031397,3.3081276900885617,3.0,2.0,1.0,1.0,0.0,4.339249605317823,2.1186622548331173,0.0,32.473648186173854,1.0,1.0,0.0,3.3081276900885617,3.3081276900885617,3.6362173038229377,2.0,5.0,214604.99898865225,2671038.9998748507,3.6362173038229377,0.0,0.0,0.0,1.0,2.0,4.0,8.0,11.0,20.0,21.0,0.0,3.0,14.0,47.0,79.0,98.0,145.0,151.0,3.442268945037513,5399.0,110.61,0.0368,0.092,0.01362,152970.0,103.13,1255.59,192069.18880950028
12,63,0,0,1,588,111,1,2,0,0,0,0,0,1170,13,0,1.9927426158722512,3.287554513671608,2.0,2.0,1.0,1.0,0.0,4.316554344376219,2.1041341542702074,0.0,31.252566735112936,1.0,1.0,0.0,3.287554513671608,3.287554513671608,3.650309278350515,4.0,5.0,214611.99898925,2671026.999874857,3.650309278350515,0.0,0.0,0.0,0.0,2.0,4.0,8.0,11.0,20.0,21.0,0.0,2.0,14.0,46.0,80.0,98.0,145.0,151.0,3.442268945037513,5399.0,104.14,0.0372,0.037,0.01613,151744.0,100.82,981.77,159836.87675755212
